,accuracy,time,dataset_name,hyperparameter,rpoint,nb_per_class,classifier_name
0,0.8666666666666667,242.8297460079193,Car,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
1,0.8333333333333334,238.36259245872498,Car,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
2,0.8333333333333334,243.25055193901062,Car,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
3,0.8333333333333334,223.99836611747742,Car,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
4,0.85,240.8764398097992,Car,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
5,0.9494655004859086,0.18065524101257324,ItalyPowerDemand,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
6,0.9436345966958212,0.1838688850402832,ItalyPowerDemand,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
7,0.9533527696793003,0.20324206352233887,ItalyPowerDemand,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
8,0.9484936831875608,0.18066096305847168,ItalyPowerDemand,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
9,0.9484936831875608,0.18545842170715332,ItalyPowerDemand,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
10,0.9,0.2539246082305908,SmoothSubspace,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
11,0.9266666666666666,0.22567987442016602,SmoothSubspace,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
12,0.92,0.21134614944458008,SmoothSubspace,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
13,0.9333333333333333,0.22725248336791992,SmoothSubspace,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
14,0.94,0.20414161682128906,SmoothSubspace,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
15,0.9153846153846154,30.59082818031311,ToeSegmentation2,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
16,0.9076923076923077,28.55682134628296,ToeSegmentation2,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
17,0.9,31.40137028694153,ToeSegmentation2,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
18,0.9076923076923077,30.210792541503906,ToeSegmentation2,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
19,0.9,25.611387014389038,ToeSegmentation2,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
20,0.7482014388489209,506.57669377326965,Earthquakes,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
21,0.7410071942446043,545.8471426963806,Earthquakes,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
22,0.7482014388489209,526.5089867115021,Earthquakes,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
23,0.7482014388489209,508.84177112579346,Earthquakes,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
24,0.7482014388489209,524.5445382595062,Earthquakes,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
25,0.9366834170854271,23.654305934906006,Symbols,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
26,0.9366834170854271,23.487279176712036,Symbols,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
27,0.935678391959799,23.560044288635254,Symbols,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
28,0.9366834170854271,23.372504472732544,Symbols,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
29,0.935678391959799,23.597613096237183,Symbols,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
30,0.97,7.276225566864014,SyntheticControl,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
31,0.9833333333333333,7.385232210159302,SyntheticControl,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
32,0.97,7.58177924156189,SyntheticControl,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
33,0.97,7.335198879241943,SyntheticControl,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
34,0.97,7.504283905029297,SyntheticControl,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
35,0.6849529780564263,460.41723227500916,WordSynonyms,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
36,0.6865203761755486,458.39228987693787,WordSynonyms,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
37,0.6865203761755486,454.1473379135132,WordSynonyms,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
38,0.6833855799373041,584.1624462604523,WordSynonyms,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
39,0.6786833855799373,583.940299987793,WordSynonyms,ACF&PACF: n_random_points=10 nb_inst_per_class=30,10,30,RSAST ACF&PACF
